Flight,Carrier,Month,DayOfWeek,NumPrevFlights,PrevFlightGap,HistoricallyLate,InsufficientHistory,OriginInVolume,OriginOutVolume,DestInVolume,DestOutVolume,OriginPrecip,OriginAvgWind,OriginWindGust,OriginFog,OriginThunder,DestPrecip,DestAvgWind,DestWindGust,DestFog,DestThunder,TotalDelay
ORD-LAX,American Airlines,June,Tuesday,0,240,0.230769231,0,1.093457944,1.065176909,1.018333333,0.95,104,4.697574,25.053728,0,0,0,7.605596,16.105968,1,0,0
ORD-LAX,American Airlines,June,Wednesday,0,240,0.214285714,0,1.193037975,1.048780488,1.003355705,0.935606061,0,7.381902,18.119214,0,0,0,5.144962,14.987498,0,0,15
ORD-LAX,American Airlines,June,Thursday,1,45,0.2,0,1.132258065,1.012681159,0.9776,0.937381404,0,6.71082,10.06623,0,0,0,6.487126,16.105968,1,0,0
ORD-LAX,American Airlines,June,Friday,0,240,0.1875,0,1.12345679,1.037105751,0.987075929,0.948176583,0,9.842536,18.119214,0,0,0,8.052984,17.000744,0,0,1
ORD-LAX,American Airlines,June,Saturday,0,240,0.176470588,0,1.161512027,1.107954545,1.002202643,0.981632653,0,12.079476,25.053728,0,0,0,5.816044,16.105968,0,0,0
ORD-LAX,American Airlines,June,Sunday,0,240,0.166666667,0,1.151315789,1.052023121,0.980735552,0.884476534,18,12.974252,29.08022,0,0,0,6.71082,14.987498,0,0,0
ORD-LAX,American Airlines,June,Monday,0,240,0.210526316,0,1.121405751,1.014519056,0.931528662,0.944550669,660,12.526864,31.093466,0,0,0,7.605596,16.105968,1,0,22
ORD-LAX,American Airlines,July,Tuesday,0,240,0.2,0,1.093457944,0.798882682,0.888333333,0.875,0,12.30317,23.935258,1,0,0,8.500372,18.119214,0,0,12
ORD-LAX,American Airlines,July,Wednesday,0,240,0.19047619,0,0.987341772,0.829268293,0.894295302,0.960227273,30,9.618842,18.119214,0,0,0,7.605596,16.105968,0,0,2
ORD-LAX,American Airlines,July,Thursday,0,240,0.181818182,0,0.922580645,1.012681159,1.0192,1.011385199,18,6.71082,16.105968,0,0,0,6.71082,18.119214,0,0,0
ORD-LAX,American Airlines,July,Friday,0,240,0.173913043,0,0.922839506,0.675324675,0.84006462,0.923224568,0,7.158208,12.974252,0,0,0,5.144962,14.092722,0,0,0
ORD-LAX,American Airlines,July,Saturday,0,240,0.166666667,0,0.848797251,0.8125,0.916299559,1.008163265,0,8.276678,19.908766,0,0,0,6.934514,17.000744,0,0,11
ORD-LAX,American Airlines,July,Sunday,0,240,0.16,0,1.105263158,1.132947977,1.029772329,1.036101083,0,12.30317,21.922012,0,0,0,7.605596,17.000744,0,0,4
ORD-LAX,American Airlines,July,Monday,0,240,0.153846154,0,0.996805112,1.038112523,1.035031847,0.969407266,160,8.500372,25.053728,0,1,0,8.052984,14.987498,1,0,0
ORD-LAX,American Airlines,July,Tuesday,0,240,0.185185185,0,0.931464174,1.089385475,1.04,1.025,137,12.079476,23.040482,0,0,0,7.605596,16.105968,1,0,36
ORD-LAX,American Airlines,July,Wednesday,0,240,0.178571429,0,0.905063291,1.097560976,1.046979866,0.984848485,0,8.500372,19.908766,0,0,0,8.724066,17.000744,1,0,0
ORD-LAX,American Airlines,July,Thursday,0,240,0.172413793,0,0.922580645,1.059782609,1.04,0.986717268,0,4.47388,14.092722,0,0,0,9.395148,19.908766,0,0,3
ORD-LAX,American Airlines,July,Friday,0,240,0.2,0,0.922839506,1.085343228,1.050080775,0.998080614,3,5.368656,14.092722,0,0,0,9.842536,21.027236,0,0,92
ORD-LAX,American Airlines,July,Saturday,0,240,0.193548387,0,0.89347079,1.107954545,0.944933921,1.06122449,119,10.513618,29.08022,0,0,0,7.605596,14.987498,0,0,0
ORD-LAX,American Airlines,July,Sunday,0,240,0.1875,0,1.059210526,1.173410405,1.029772329,1.061371841,3,9.618842,16.105968,0,0,0,7.158208,14.987498,0,0,0
ORD-LAX,American Airlines,July,Monday,0,240,0.181818182,0,0.913738019,1.061705989,1.035031847,0.994263862,51,8.052984,23.040482,0,0,0,5.59235,16.105968,1,0,0
ORD-LAX,American Airlines,July,Tuesday,0,240,0.176470588,0,0.931464174,1.089385475,1.04,1.025,13,10.513618,21.027236,0,0,0,8.276678,17.000744,1,0,0
ORD-LAX,American Airlines,July,Wednesday,0,240,0.171428571,0,0.905063291,1.097560976,1.046979866,1.009469697,0,7.381902,18.119214,0,0,0,10.06623,18.119214,0,0,0
ORD-LAX,American Airlines,July,Thursday,0,240,0.166666667,0,0.922580645,1.059782609,1.04,0.986717268,0,5.59235,12.974252,0,0,0,11.632088,21.922012,0,0,10
ORD-LAX,American Airlines,July,Friday,0,240,0.162162162,0,0.922839506,1.085343228,1.050080775,0.998080614,0,6.934514,18.119214,0,0,0,9.171454,18.119214,0,0,0
ORD-LAX,American Airlines,July,Saturday,0,240,0.184210526,0,0.89347079,1.107954545,0.944933921,1.06122449,0,4.697574,14.092722,0,0,0,6.934514,14.987498,0,0,16
ORD-LAX,American Airlines,July,Sunday,0,240,0.179487179,0,1.059210526,1.173410405,1.029772329,1.061371841,0,4.47388,10.06623,0,0,0,8.500372,21.027236,0,0,5
ORD-LAX,American Airlines,July,Monday,0,240,0.175,0,0.913738019,1.061705989,1.035031847,0.994263862,0,7.158208,14.987498,0,0,0,10.513618,23.040482,0,0,8
ORD-LAX,American Airlines,July,Tuesday,0,240,0.170731707,0,0.931464174,1.089385475,1.04,1.025,3,11.855782,23.040482,0,0,0,8.94776,23.935258,0,0,0
ORD-LAX,American Airlines,July,Wednesday,0,240,0.166666667,0,0.905063291,1.097560976,1.046979866,1.009469697,0,16.105968,25.053728,0,0,0,8.94776,23.935258,0,0,0
ORD-LAX,American Airlines,July,Thursday,0,240,0.162790698,0,0.922580645,1.059782609,1.04,0.986717268,0,8.724066,14.092722,0,0,0,6.263432,17.000744,0,0,0
ORD-LAX,American Airlines,July,Friday,0,240,0.181818182,0,0.922839506,1.085343228,1.050080775,0.998080614,0,9.171454,21.027236,0,0,0,8.052984,14.092722,0,0,22
ORD-LAX,American Airlines,July,Saturday,0,240,0.177777778,0,0.89347079,1.107954545,0.944933921,1.06122449,0,5.59235,14.092722,0,0,0,7.605596,16.105968,0,0,0
ORD-LAX,American Airlines,July,Sunday,0,240,0.173913043,0,1.105263158,1.173410405,1.029772329,1.061371841,5,14.987498,29.08022,0,0,36,8.500372,18.119214,1,0,12
ORD-LAX,American Airlines,July,Monday,0,240,0.170212766,0,0.872204473,1.061705989,1.035031847,0.994263862,0,11.1847,23.040482,0,0,0,8.276678,18.119214,0,0,0
ORD-LAX,American Airlines,July,Tuesday,0,240,0.166666667,0,0.931464174,1.089385475,1.04,1.025,3,9.618842,33.106712,0,0,0,6.934514,17.000744,0,0,0
ORD-LAX,American Airlines,July,Wednesday,0,240,0.163265306,0,0.905063291,1.097560976,1.046979866,1.009469697,0,6.934514,14.092722,0,0,0,6.71082,16.105968,0,0,0
ORD-LAX,American Airlines,July,Thursday,0,240,0.16,0,0.922580645,1.059782609,1.04,0.986717268,0,8.500372,19.908766,0,0,0,7.605596,18.119214,0,0,0
ORD-LAX,American Airlines,August,Friday,0,240,0.176470588,0,0.922839506,1.085343228,1.050080775,0.998080614,38,6.934514,25.053728,0,1,0,6.934514,16.105968,0,0,40
ORD-LAX,American Airlines,August,Saturday,0,240,0.173076923,0,0.93814433,1.107954545,0.944933921,1.06122449,0,4.250186,14.092722,0,0,3,7.158208,16.105968,0,0,0
ORD-LAX,American Airlines,August,Sunday,0,240,0.169811321,0,0.967105263,1.173410405,1.029772329,1.061371841,0,6.934514,14.987498,0,0,5,5.816044,18.119214,0,0,0
ORD-LAX,American Airlines,August,Monday,0,240,0.166666667,0,0.872204473,1.061705989,1.035031847,0.994263862,701,7.605596,21.922012,0,0,0,8.500372,17.000744,1,0,10
ORD-LAX,American Airlines,August,Tuesday,0,240,0.163636364,0,0.931464174,1.089385475,1.04,1.025,0,6.263432,14.987498,0,0,0,9.618842,21.027236,0,0,3
ORD-LAX,American Airlines,August,Wednesday,0,240,0.160714286,0,0.905063291,1.073170732,1.046979866,1.009469697,0,6.263432,10.06623,0,0,0,9.171454,18.119214,0,0,0
ORD-LAX,American Airlines,August,Thursday,1,45,0.175438596,0,0.922580645,1.059782609,1.04,0.986717268,0,8.94776,14.987498,0,0,0,7.605596,16.105968,0,0,90
ORD-LAX,American Airlines,August,Friday,0,240,0.172413793,0,0.962962963,1.109461967,1.050080775,0.998080614,0,10.737312,21.027236,0,0,0,8.052984,17.000744,1,0,0
ORD-LAX,American Airlines,August,Saturday,0,240,0.169491525,0,0.93814433,1.107954545,0.944933921,1.06122449,0,9.171454,18.119214,0,0,0,7.381902,17.000744,0,0,0
ORD-LAX,American Airlines,August,Sunday,0,240,0.166666667,0,1.013157895,1.173410405,1.078809107,1.162454874,0,8.500372,16.105968,0,0,0,7.82929,17.000744,0,0,0
ORD-LAX,American Airlines,August,Monday,0,240,0.163934426,0,0.955271565,1.038112523,1.055732484,1.143403442,216,6.71082,17.000744,0,0,0,8.94776,18.119214,1,0,5
ORD-LAX,American Airlines,August,Tuesday,0,240,0.161290323,0,0.971962617,1.065176909,1.061666667,1.175,18,12.079476,25.053728,0,0,0,8.500372,19.908766,0,0,0
ORD-LAX,American Airlines,August,Wednesday,0,240,0.174603175,0,0.946202532,1.097560976,1.068791946,1.15719697,0,9.395148,18.119214,0,0,0,8.500372,19.908766,0,0,20
ORD-LAX,American Airlines,August,Thursday,0,240,0.171875,0,0.964516129,1.059782609,1.0608,1.134724858,0,7.605596,14.092722,0,0,0,7.605596,14.987498,0,0,0
ORD-LAX,American Airlines,August,Friday,0,240,0.169230769,0,0.962962963,1.085343228,1.071082391,1.122840691,0,6.039738,12.974252,0,0,0,8.500372,17.000744,0,0,0
ORD-LAX,American Airlines,August,Saturday,0,240,0.166666667,0,0.93814433,1.107954545,1.030837004,0.955102041,0,8.276678,16.105968,0,0,0,7.381902,17.000744,0,0,0
ORD-LAX,American Airlines,August,Sunday,0,240,0.164179104,0,1.013157895,1.173410405,1.078809107,1.162454874,0,8.500372,14.987498,0,0,0,7.605596,16.105968,0,0,9
ORD-LAX,American Airlines,August,Monday,0,240,0.161764706,0,0.955271565,1.038112523,1.055732484,1.143403442,0,4.921268,14.092722,0,0,0,6.263432,14.987498,0,0,6
ORD-LAX,American Airlines,June,Sunday,0,240,0,1,0.847938144,0.863883848,0.833625219,0.80866426,0,12.974252,29.08022,0,1,0,7.605596,14.987498,0,0,0
ORD-LAX,American Airlines,June,Monday,1,100,0,1,0.927519819,1.08912656,0.890127389,0.894837476,36,14.54011,35.119958,0,0,0,9.171454,19.908766,0,0,0
ORD-LAX,American Airlines,June,Tuesday,0,240,0,1,0.90940367,1.071929825,0.866666667,0.9,0,9.842536,23.040482,0,0,0,8.052984,17.000744,0,0,0
ORD-LAX,American Airlines,June,Wednesday,0,240,0,0,0.896551724,0.957894737,0.894295302,0.861742424,48,9.395148,17.000744,1,0,0,7.82929,16.105968,0,0,5
ORD-LAX,American Airlines,June,Thursday,0,240,0.2,0,0.926470588,1.033568905,0.832,0.912713472,0,6.039738,12.974252,0,0,0,8.276678,18.119214,0,0,32
ORD-LAX,American Airlines,June,Friday,0,240,0.166666667,0,0.965129359,1.0502693,0.861066236,0.873320537,0,4.921268,14.092722,0,0,0,8.724066,17.000744,0,0,0
ORD-LAX,American Airlines,June,Saturday,0,240,0.142857143,0,0.945767196,0.948497854,1.088105727,0.902040816,20,7.605596,19.908766,0,0,0,7.381902,16.105968,0,0,0
